# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,2.046809905585623,2.7177620167206156,180.0,0,1.5,0,0.0,0.0,0.0
 0.08540706504531263,2.0413391305158823,2.7177620167206156,180.0,0.12811059756796894,1.5,0,0.0,0.0,0.0
 0.12066790883589806,2.0358893474185016,2.7177620167206156,180.0,0.18100186325384707,1.4999999999999993,0,0.0,0.0,0.0
 0.1476443395115596,2.0304607673432695,2.7177620167206156,180.0,0.2214665092673394,1.5000000000000004,0,0.0,0.0,0.0
 0.1703185417412483,2.025053601339974,2.7177620167206156,180.0,0.25547781261187247,1.5000000000000013,0,0.0,0.0,0.0
 0.19023439971858835,2.0196680604584043,2.7177620167206156,180.0,0.28535159957788253,1.4999999999999993,0,0.0,0.0,0.0
 0.20818437289183603,2.0143043557483478,2.7177620167206156,180.0,0.31227655933775406,1.5000000000000007,0,0.0,0.0,0.0
 0.22463958489405325,2.0089626982595936,2.7177620167206156,180.0,0.3369593773410799,1.5,0,0.0,0.0,0.0
 0.23990722246649826,2.0036432990419306,2.7177620167206156,180.0,0.3598608336997474,1.5000000000000009,0,0.0,0.0,0.0
 0.25420080367163034,1.998346369145146,2.7177620167206156,180.0,0.38130120550744556,1.500000000000002,0,0.0,0.0,0.0
 0.267675888508457,1.993072119619029,2.7177620167206156,180.0,0.40151383276268565,1.5000000000000042,0,0.0,0.0,0.0
 0.280449981451844,1.9878207615133683,2.7177620167206156,180.0,0.4206749721777661,1.4999999999999978,0,0.0,0.0,0.0
 0.2926144213982419,1.982592505877952,2.7177620167206156,180.0,0.43892163209736296,1.5000000000000022,0,0.0,0.0,0.0
 0.3042418814541145,1.9773875637625684,2.7177620167206156,180.0,0.4563628221811719,1.5000000000000024,0,0.0,0.0,0.0
 0.3153913111646479,1.9722061462170062,2.7177620167206156,180.0,0.47308696674697204,1.5000000000000024,0,0.0,0.0,0.0
 0.3261113128868102,1.9670484642910537,2.7177620167206156,180.0,0.4891669693302155,1.4999999999999973,0,0.0,0.0,0.0
 0.33644251921365637,1.9619147290344994,2.7177620167206156,180.0,0.5046637788204846,1.4999999999999947,0,0.0,0.0,0.0
 0.34641931064052256,1.9568051514971319,2.7177620167206156,180.0,0.519628965960784,1.5000000000000084,0,0.0,0.0,0.0
 0.3560710843953942,1.951719942728739,2.7177620167206156,180.0,0.5341066265930915,1.5000000000000029,0,0.0,0.0,0.0
 0.3654232100027088,1.9466593137791102,2.7177620167206156,180.0,0.5481348150040634,1.5,0,0.0,0.0,0.0
 0.37449776125292483,1.9416234756980335,2.7177620167206156,180.0,0.5617466418793874,1.4999999999999938,0,0.0,0.0,0.0
 0.3833140854013869,1.9366126395352967,2.7177620167206156,180.0,0.5749711281020805,1.500000000000003,0,0.0,0.0,0.0
 0.39188925177900924,1.9316270163406892,2.7177620167206156,180.0,0.587833877668514,1.5,0,0.0,0.0,0.0
 0.40023840965375346,1.9266668171639987,2.7177620167206156,180.0,0.6003576144806303,1.4999999999999933,0,0.0,0.0,0.0
 0.4083750768278413,1.921732253055014,2.7177620167206156,180.0,0.612562615241762,1.4999999999999967,0,0.0,0.0,0.0
 0.4163113746898261,1.9168235350635234,2.7177620167206156,180.0,0.6244670620347392,1.5,0,0.0,0.0,0.0
 0.42405822138995175,1.911940874239316,2.7177620167206156,180.0,0.6360873320849277,1.5000000000000036,0,0.0,0.0,0.0
 0.43162549191545485,1.9070844816321793,2.7177620167206156,180.0,0.6474382378731823,1.4999999999999927,0,0.0,0.0,0.0
 0.4390221517474503,1.902254568291902,2.7177620167206156,180.0,0.6585332276211755,1.5,0,0.0,0.0,0.0
 0.44625636924283774,1.897451345268273,2.7177620167206156,180.0,0.6693845538642567,1.5,0,0.0,0.0,0.0
 0.453335610741156,1.8926750236110803,2.7177620167206156,180.0,0.6800034161117341,1.5,0,0.0,0.0,0.0
 0.46026672153656045,1.8879258143701128,2.7177620167206156,180.0,0.6904000823048407,1.5,0,0.0,0.0,0.0
 0.4670559952018101,1.883203928595158,2.7177620167206156,180.0,0.7005839928027152,1.499999999999996,0,0.0,0.0,0.0
 0.47370923324984576,1.8785095773360054,2.7177620167206156,180.0,0.7105638498747687,1.5000000000000084,0,0.0,0.0,0.0
 0.4802317967303988,1.8738429716424427,2.7177620167206156,180.0,0.7203476950955983,1.5,0,0.0,0.0,0.0
 0.4866286510559006,1.869204322564259,2.7177620167206156,180.0,0.729942976583851,1.5000000000000044,0,0.0,0.0,0.0
 0.49290440511236505,1.8645938411512422,2.7177620167206156,180.0,0.7393566076685477,1.5000000000000044,0,0.0,0.0,0.0
 0.49906334552164405,1.8600117384531811,2.7177620167206156,180.0,0.7485950182824661,1.499999999999982,0,0.0,0.0,0.0
 0.505109466770335,1.855458225519864,2.7177620167206156,180.0,0.7576642001555024,1.4999999999999862,0,0.0,0.0,0.0
 0.5110464977990997,1.8509335134010791,2.7177620167206156,180.0,0.7665697466986494,1.4999999999999813,0,0.0,0.0,0.0
 0.5168779255478774,1.8464378131466153,2.7177620167206156,180.0,0.775316888321816,1.500000000000019,0,0.0,0.0,0.0
 0.5226070158724909,1.8419713358062606,2.7177620167206156,180.0,0.7839105238087363,1.4999999999999902,0,0.0,0.0,0.0
 0.5282368321827112,1.8375342924298037,2.7177620167206156,180.0,0.7923552482740668,1.5000000000000098,0,0.0,0.0,0.0
